Feature	Gain	Cover	Frequency
Master_delinquency_lag1	5.19637991665538e-06	1.71108868956366e-06	1.06029921643888e-05
ctarjeta_visa_descuentos	5.00543557175013e-06	6.56914039457364e-06	1.06029921643888e-05
ctarjeta_visa_delta1	4.43344345507274e-06	4.71332810154794e-05	1.06029921643888e-05
Visa_madelantodolares_lag1	4.21114069370137e-06	5.40134098025975e-06	1.06029921643888e-05
mprestamos_hipotecarios_delta1	3.89287569615717e-06	1.62541526421694e-06	1.06029921643888e-05
Master_madelantopesos	3.87671075703048e-06	5.80068968873075e-06	3.18089764931664e-05
ccheques_depositados_lag1	3.55783529959837e-06	9.3692488666494e-05	1.06029921643888e-05
cplazo_fijo_delta1	3.45167414302645e-06	1.52170128783395e-06	1.06029921643888e-05
Visa_cadelantosefectivo_lag1	3.28834726212756e-06	8.93421825127772e-06	3.18089764931664e-05
Master_cadelantosefectivo_delta1	3.07018343224797e-06	3.66061972601523e-06	1.06029921643888e-05
mtarjeta_visa_descuentos	2.39774457173599e-06	3.13444978217436e-06	1.06029921643888e-05
cprestamos_prendarios_tend6	2.14397782121803e-06	9.01874782892044e-05	1.06029921643888e-05
Visa_madelantopesos	1.8402578677116e-06	8.30817274616795e-06	4.24119686575552e-05
ctarjeta_visa_descuentos_delta1	1.39409840225448e-06	1.44828776036166e-05	1.06029921643888e-05
mpagodeservicios_tend6	1.11820684836879e-06	4.4052722581507e-06	1.06029921643888e-05
Visa_madelantodolares_tend6	8.38762124363657e-07	6.90876336386924e-06	1.06029921643888e-05
mcajeros_propios_descuentos_tend6	3.83966381809432e-07	1.41183817043817e-05	1.06029921643888e-05
cinversion1_tend6	1.0292461082725e-07	2.23928531658478e-05	1.06029921643888e-05
cinversion1	6.82504691061133e-08	1.28718947802287e-05	1.06029921643888e-05
mv_status07_lag1	1.78033204948237e-09	4.13811856620932e-06	1.06029921643888e-05
Visa_madelantodolares_delta1	2.24529446908633e-11	8.86835104791976e-06	1.06029921643888e-05
Visa_cadelantosefectivo_delta1	7.57950899618842e-12	9.209509383261e-06	1.06029921643888e-05
Master_cadelantosefectivo	1.78599801346131e-15	1.8060510794865e-06	1.06029921643888e-05
Master_madelantodolares_tend6	8.98435574182692e-16	2.62071630330316e-06	1.06029921643888e-05
